"STATION","NAME","DATE","TAVG","TMAX","TMIN","TOBS"
"US1NJPS0043","BLOOMINGDALE 1.8 S, NJ US","2021-05-29",,,,
"US1NJPS0043","BLOOMINGDALE 1.8 S, NJ US","2021-05-30",,,,
"US1NJPS0043","BLOOMINGDALE 1.8 S, NJ US","2021-06-05",,,,
"US1NJPS0043","BLOOMINGDALE 1.8 S, NJ US","2021-07-09",,,,
"US1NJPS0043","BLOOMINGDALE 1.8 S, NJ US","2021-07-12",,,,
"US1NJPS0043","BLOOMINGDALE 1.8 S, NJ US","2021-08-22",,,,
"US1NJPS0043","BLOOMINGDALE 1.8 S, NJ US","2021-08-23",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-01-01","3.4","5.0","1.7",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-01-02","6.2","11.1","2.8",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-01-03","3.8","4.4","2.2",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-01-04","4.2","6.7","2.8",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-01-05","4.6","5.6","3.3",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-01-06","4.2","6.1","2.8",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-01-07","3.2","6.7","0.6",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-01-08","1.3","3.9","-0.5",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-01-09","0.3","3.3","-2.1",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-01-10","2.4","6.1","0.0",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-01-11","1.2","3.3","-1.0",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-01-12","3.8","7.8","1.1",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-01-13","4.5","7.2","1.7",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-01-14","6.4","10.0","3.3",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-01-15","5.6","9.4","3.3",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-01-16","7.3","9.4","4.4",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-01-17","5.3","7.8","3.3",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-01-18","6.5","8.3","4.4",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-01-19","4.6","6.1","3.3",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-01-20","4.1","5.6","-1.6",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-01-21","1.1","7.2","-2.7",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-01-22","6.2","7.8","3.3",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-01-23","1.4","3.3","-2.7",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-01-24","-1.9","1.1","-4.3",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-01-25","-0.4","3.9","-3.2",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-01-26","1.4","2.2","0.6",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-01-27","2.4","3.9","0.6",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-01-28","0.6","1.7","-4.9",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-01-29","-4.9","-2.1","-8.2",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-01-30","-4.4","1.1","-7.1",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-01-31","-4.0","-2.7","-6.0",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-02-01","-2.0","1.7","-3.8",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-02-02","0.5","1.7","-1.0",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-02-03","0.8","3.3","-1.0",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-02-04","2.4","6.1","0.6",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-02-05","4.9","9.4","2.2",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-02-06","4.9","7.8","0.6",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-02-07","2.3","4.4","-2.7",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-02-08","-3.2","-0.5","-7.1",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-02-09","-1.3","1.1","-4.3",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-02-10","-0.8","2.2","-2.7",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-02-11","-1.2","0.6","-3.2",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-02-12","-2.8","-1.0","-6.0",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-02-13","-2.1","-0.5","-3.2",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-02-14","-0.1","3.9","-2.1",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-02-15","1.1","1.7","0.0",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-02-16","4.7","11.7","1.1",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-02-17","-0.3","2.2","-4.9",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-02-18","-1.9","-1.0","-3.8",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-02-19","-1.0","1.1","-2.1",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-02-20","0.4","2.2","-2.1",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-02-21","-0.6","3.3","-3.8",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-02-22","1.4","4.4","0.6",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-02-23","4.4","7.8","3.3",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-02-24","7.9","11.7","5.0",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-02-25","8.2","11.1","5.0",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-02-26","4.9","8.3","1.7",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-02-27","6.1","11.1","2.8",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-02-28","6.1","8.3","3.9",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-03-01","6.0","9.4","0.6",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-03-02","-0.6","1.1","-4.9",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-03-03","4.3","11.7","0.6",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-03-04","5.9","7.2","-2.1",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-03-05","-0.6","3.3","-4.3",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-03-06","1.0","1.7","-1.0",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-03-07","0.7","5.0","-1.0",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-03-08","1.5","6.7","-2.1",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-03-09","9.7","16.7","5.6",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-03-10","8.3","12.8","3.3",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-03-11","11.8","20.0","6.7",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-03-12","16.1","20.6","11.1",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-03-13","7.9","11.1","1.1",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-03-14","8.3","11.1","0.0",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-03-15","0.0","3.9","-3.8",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-03-16","0.4","2.2","-1.6",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-03-17","3.7","8.3","1.1",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-03-18","6.8","8.3","5.6",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-03-19","3.7","6.1","0.0",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-03-20","6.4","15.0","1.7",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-03-21","9.3","16.7","3.3",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-03-22","8.7","13.9","3.9",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-03-23","8.8","14.4","5.6",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-03-24","8.9","9.4","6.7",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-03-25","11.7","19.4","7.8",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-03-26","16.3","27.8","11.1",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-03-27","14.4","20.0","10.6",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-03-28","11.3","15.0","7.2",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-03-29","10.7","12.8","7.8",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-03-30","10.1","15.0","5.0",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-03-31","12.6","18.9","9.4",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-04-01","9.7","13.9","3.9",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-04-02","2.4","3.9","-1.6",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-04-03","4.8","12.2","1.1",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-04-04","10.8","17.2","7.8",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-04-05","13.9","19.4","9.4",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-04-06","14.1","20.6","9.4",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-04-07","14.9","21.7","10.6",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-04-08","14.1","21.1","8.9",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-04-09","11.4","14.4","8.9",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-04-10","13.1","19.4","10.0",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-04-11","12.1","13.3","8.3",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-04-12","8.9","10.6","7.8",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-04-13","10.9","18.3","7.2",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-04-14","14.8","22.2","9.4",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-04-15","12.3","15.0","7.2",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-04-16","8.4","11.7","5.6",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-04-17","9.1","12.8","6.7",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-04-18","12.5","17.2","10.0",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-04-19","14.4","18.3","11.1",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-04-20","16.7","24.4","11.1",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-04-21","14.3","18.3","4.4",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-04-22","5.8","10.0","2.8",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-04-23","10.0","18.3","5.0",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-04-24","16.2","21.7","11.7",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-04-25","13.4","17.8","10.0",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-04-26","11.4","15.6","6.1",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-04-27","12.6","16.7","9.4",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-04-28","15.8","28.3","10.6",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-04-29","18.1","22.2","15.6",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-04-30","19.1","22.2","8.3",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-05-01","11.4","18.3","6.7",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-05-02","19.4","28.3","14.4",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-05-03","15.8","16.7","11.1",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-05-04","14.3","20.6","10.6",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-05-05","12.6","16.1","10.6",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-05-06","14.3","18.9","11.1",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-05-07","14.3","16.7","10.6",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-05-08","11.5","12.8","10.0",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-05-09","12.0","17.8","8.9",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-05-10","11.4","15.6","8.9",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-05-11","14.7","20.0","11.1",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-05-12","14.1","20.0","8.9",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-05-13","16.7","21.7","12.2",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-05-14","18.7","24.4","13.3",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-05-15","20.0","25.0","13.9",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-05-16","20.7","26.1","16.1",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-05-17","19.8","25.6","15.0",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-05-18","22.4","28.3","16.7",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-05-19","24.8","30.0","18.9",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-05-20","20.4","24.4","15.6",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-05-21","19.7","25.0","15.6",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-05-22","23.0","31.1","16.7",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-05-23","26.4","31.1","20.0",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-05-24","19.3","20.6","15.0",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-05-25","17.8","22.2","15.0",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-05-26","22.8","30.0","18.9",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-05-27","23.8","28.3","18.9",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-05-28","17.7","20.0","10.6",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-05-29","10.3","11.1","8.9",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-05-30","10.1","11.1","8.9",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-05-31","13.5","21.7","10.0",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-06-01","19.0","26.1","13.3",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-06-02","20.3","24.4","16.7",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-06-03","18.6","24.4","16.1",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-06-04","21.8","26.7","17.8",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-06-05","25.3","34.4","18.9",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-06-06","30.3","35.0","24.4",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-06-07","28.8","33.9","24.4",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-06-08","26.8","33.3","22.2",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-06-09","26.7","32.8","23.3",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-06-10","25.5","27.2","18.3",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-06-11","18.6","20.0","16.7",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-06-12","18.8","21.7","17.2",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-06-13","20.1","25.0","17.2",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-06-14","20.3","23.3","18.9",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-06-15","22.8","28.3","19.4",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-06-16","21.3","25.0","17.8",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-06-17","21.3","26.1","16.7",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-06-18","24.4","30.0","18.9",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-06-19","26.2","32.8","20.0",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-06-20","24.9","30.6","20.6",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-06-21","26.8","30.6","23.3",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-06-22","23.4","26.7","16.1",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-06-23","19.0","25.0","14.4",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-06-24","21.1","25.6","17.2",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-06-25","21.2","27.8","17.8",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-06-26","24.4","29.4","20.6",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-06-27","26.9","31.7","23.3",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-06-28","29.2","35.6","25.0",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-06-29","31.4","36.7","27.2",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-06-30","33.0","37.8","22.8",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-07-01","26.7","30.0","22.8",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-07-02","23.4","25.6","17.2",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-07-03","17.9","19.4","15.6",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-07-04","20.2","26.1","16.7",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-07-05","23.1","28.9","19.4",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-07-06","28.9","35.6","22.8",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-07-07","27.9","35.6","23.3",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-07-08","26.2","29.4","22.2",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-07-09","24.9","31.7","22.2",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-07-10","24.7","27.2","22.2",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-07-11","24.1","27.8","22.2",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-07-12","25.2","27.8","22.8",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-07-13","21.9","22.8","20.6",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-07-14","24.4","32.8","21.1",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-07-15","27.7","32.8","24.4",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-07-16","30.5","35.0","27.2",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-07-17","29.0","32.8","23.3",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-07-18","26.2","30.0","23.3",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-07-19","24.4","27.8","21.7",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-07-20","27.2","31.7","23.9",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-07-21","26.5","28.3","22.2",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-07-22","24.2","28.3","20.0",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-07-23","24.6","28.3","21.1",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-07-24","24.7","28.3","21.1",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-07-25","24.8","28.9","20.0",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-07-26","27.6","32.2","22.2",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-07-27","28.5","32.8","23.3",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-07-28","24.9","27.8","21.7",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-07-29","24.3","26.7","22.8",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-07-30","24.9","29.4","20.0",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-07-31","21.9","26.1","17.8",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-08-01","23.2","25.6","20.0",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-08-02","22.3","27.2","17.8",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-08-03","23.2","26.1","20.0",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-08-04","23.0","23.9","21.1",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-08-05","22.8","27.2","20.6",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-08-06","26.1","31.7","21.7",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-08-07","27.1","31.7","23.9",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-08-08","23.4","26.1","19.4",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-08-09","23.1","26.7","21.1",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-08-10","25.2","29.4","22.8",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-08-11","27.1","33.3","24.4",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-08-12","29.2","36.7","25.0",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-08-13","31.2","36.7","26.1",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-08-14","30.6","32.8","25.0",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-08-15","25.3","28.9","21.7",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-08-16","24.3","27.8","21.7",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-08-17","25.2","27.8","23.9",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-08-18","25.8","30.0","24.4",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-08-19","27.9","31.7","25.0",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-08-20","26.7","28.3","25.0",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-08-21","26.3","28.9","23.9",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-08-22","24.0","25.0","22.2",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-08-23","24.8","29.4","22.8",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-08-24","27.9","33.3","24.4",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-08-25","29.1","34.4","23.9",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-08-26","30.4","34.4","27.2",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-08-27","29.7","33.9","24.4",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-08-28","24.9","27.2","20.0",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-08-29","21.5","24.4","20.0",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-08-30","25.7","30.6","23.3",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-08-31","27.5","30.6","24.4",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-09-01","24.3","26.7","18.3",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-09-02","20.8","25.6","17.2",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-09-03","20.3","24.4","16.7",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-09-04","22.1","27.2","18.3",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-09-05","22.6","24.4","20.6",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-09-06","24.7","29.4","21.7",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-09-07","23.9","28.3","20.0",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-09-08","25.0","30.0","22.8",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-09-09","22.5","25.0","20.0",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-09-10","21.5","24.4","18.9",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-09-11","22.0","26.7","17.8",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-09-12","24.1","29.4","20.0",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-09-13","27.1","30.0","21.7",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-09-14","24.1","27.2","21.1",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-09-15","25.8","31.1","22.8",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-09-16","24.1","25.0","22.2",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-09-17","22.6","23.9","21.1",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-09-18","24.5","30.0","21.1",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-09-19","23.3","25.6","19.4",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-09-20","21.4","24.4","17.8",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-09-21","20.9","25.0","17.8",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-09-22","23.5","28.3","22.2",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-09-23","25.6","28.3","18.3",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-09-24","20.0","24.4","15.6",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-09-25","20.8","25.0","17.2",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-09-26","20.7","23.3","17.8",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-09-27","22.2","27.8","18.3",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-09-28","22.1","23.9","17.2",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-09-29","18.0","21.1","13.3",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-09-30","17.5","20.0","14.4",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-10-01","16.3","21.1","12.2",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-10-02","19.5","25.0","15.0",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-10-03","22.1","27.2","17.2",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-10-04","21.4","23.3","17.2",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-10-05","17.2","18.9","16.1",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-10-06","18.6","21.7","16.7",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-10-07","20.7","25.6","17.8",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-10-08","20.7","24.4","18.3",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-10-09","18.9","21.1","16.1",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-10-10","18.3","20.6","17.2",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-10-11","19.4","22.8","17.8",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-10-12","19.2","21.7","17.2",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-10-13","19.8","21.7","18.3",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-10-14","21.7","26.1","18.9",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-10-15","22.5","28.3","19.4",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-10-16","22.2","25.0","15.6",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-10-17","15.8","18.3","12.8",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-10-18","13.4","16.7","11.1",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-10-19","13.9","20.6","10.6",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-10-20","20.0","26.7","15.6",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-10-21","21.1","25.0","16.7",
"USW00014732","LAGUARDIA AIRPORT, NY US","2021-10-22","19.7","22.2","15.0",
